,total_load,peak_load,valley_load,load_range,load_std,time_of_peak,time_of_valley,day_of_week,is_weekend
1970-01-01 00:00:00.000000326,6909.839999999999,395.52,211.44,184.07999999999998,59.88142979908386,10:00:00,23:00:00,3,False
1970-01-01 00:00:00.000000327,16400.04,1333.44,204.6,1128.8400000000001,460.30668291817193,09:00:00,01:00:00,3,False
1970-01-01 00:00:00.000000328,16782.96,1306.56,218.76,1087.8,444.9034928474108,10:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000329,15594.960000000001,1194.48,205.32,989.1600000000001,416.460136867864,10:00:00,02:00:00,3,False
1970-01-01 00:00:00.000000330,15664.079999999996,1223.28,222.12,1001.16,404.84102219534753,09:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000331,15418.08,1247.16,203.76,1043.4,416.01303558171475,09:00:00,23:00:00,3,False
1970-01-01 00:00:00.000000332,7039.32,462.0,190.56,271.44,92.23132416116411,12:00:00,05:00:00,3,False
1970-01-01 00:00:00.000000333,5791.5599999999995,360.6,186.96,173.64000000000001,45.09661946262183,17:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000334,14368.68,1172.88,180.96,991.9200000000001,397.4249970585098,09:00:00,05:00:00,3,False
1970-01-01 00:00:00.000000335,14282.759999999998,1128.36,183.12,945.2399999999999,388.41818043913986,09:00:00,05:00:00,3,False
1970-01-01 00:00:00.000000336,14687.039999999999,1163.88,185.52,978.3600000000001,398.53681464337393,09:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000337,14523.599999999999,1174.8,183.72,991.0799999999999,400.7879903173356,09:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000338,14447.12,1184.64,184.8,999.8400000000001,390.21787518019335,10:00:00,01:00:00,3,False
1970-01-01 00:00:00.000000339,7442.639999999999,475.56,186.84,288.72,102.97198622842082,11:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000340,6086.28,343.08,189.36,153.71999999999997,50.46658308916557,16:00:00,01:00:00,3,False
1970-01-01 00:00:00.000000341,14518.439999999999,1186.92,190.56,996.3600000000001,385.72122770771614,09:00:00,03:00:00,3,False
1970-01-01 00:00:00.000000342,14958.12,1193.76,187.32,1006.44,406.43687368022665,11:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000343,15221.76,1148.76,197.28,951.48,406.52594642045113,10:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000344,15913.320000000002,1271.28,213.12,1058.1599999999999,438.3141572275381,11:00:00,03:00:00,3,False
1970-01-01 00:00:00.000000345,21605.519999999997,1216.32,208.68,1007.6399999999999,456.11124993036896,09:00:00,05:00:00,3,False
1970-01-01 00:00:00.000000346,8308.199999999999,375.6,199.2,176.40000000000003,51.369397504740114,16:00:00,23:00:00,3,False
1970-01-01 00:00:00.000000347,15158.039999999997,1236.6,196.32,1040.28,409.74167141706755,09:00:00,01:00:00,3,False
1970-01-01 00:00:00.000000348,14808.599999999999,1164.0,202.92,961.08,401.92491755031324,11:00:00,01:00:00,3,False
1970-01-01 00:00:00.000000349,15014.759999999998,1142.04,193.2,948.8399999999999,393.01847547013557,12:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000350,15806.880000000003,1274.64,214.32,1060.3200000000002,424.4364354314308,11:00:00,23:00:00,3,False
1970-01-01 00:00:00.000000351,14853.179999999998,1178.4,199.08,979.32,395.55600424949444,12:00:00,03:00:00,3,False
1970-01-01 00:00:00.000000352,7478.16,493.32,191.64,301.68,104.52362046342736,11:00:00,01:00:00,3,False
1970-01-01 00:00:00.000000353,6593.040000000001,387.24,183.48,203.76000000000002,72.1538985659186,14:00:00,05:00:00,3,False
1970-01-01 00:00:00.000000354,16064.640000000003,1243.2,188.16,1055.04,453.74988275959674,09:00:00,03:00:00,3,False
1970-01-01 00:00:00.000000355,16083.599999999999,1313.04,197.4,1115.6399999999999,452.0859977059001,11:00:00,02:00:00,3,False
1970-01-01 00:00:00.000000356,16115.4,1303.56,197.52,1106.04,438.0946029757976,11:00:00,03:00:00,3,False
1970-01-01 00:00:00.000000357,16155.84,1302.24,201.36,1100.88,428.9389896416303,10:00:00,04:00:00,3,False
1970-01-01 00:00:00.000000358,15747.54,1269.48,211.2,1058.28,428.6224274524344,11:00:00,05:00:00,3,False
1970-01-01 00:00:00.000000359,7631.76,455.4,203.64,251.76,98.63923145791787,11:00:00,02:00:00,3,False
1970-01-01 00:00:00.000000360,5152.32,214.68,214.68,0.0,2.903299892155071e-14,00:00:00,00:00:00,3,False
