date,total_load,peak_load,valley_load,load_range,load_std,time_of_peak,time_of_valley,morning_load,afternoon_load,day_of_week,is_weekend
2025-05-12,15307.360000000004,327.76,46.88,280.88,109.02013147426794,05:30:00,01:15:00,8689.519999999999,6617.84,0,False
2025-05-13,16546.879999999997,372.96,49.2,323.76,123.3635998746595,07:45:00,23:30:00,9608.4,6938.480000000003,1,False
2025-05-14,16505.599999999995,361.36,51.6,309.76,121.5828362771365,07:45:00,23:30:00,9769.520000000002,6736.080000000002,2,False
2025-05-15,15114.960000000005,334.64,51.68,282.96,102.85646555938241,07:45:00,23:30:00,8594.24,6520.720000000001,3,False
2025-05-16,15843.199999999999,327.12,50.32,276.8,110.61712998272027,08:30:00,02:45:00,9006.88,6836.320000000002,4,False
2025-05-17,5484.159999999997,70.0,49.68,20.32,4.965656084635462,20:00:00,07:45:00,2727.0399999999995,2757.120000000001,5,True
2025-05-18,8379.36,173.76,48.0,125.75999999999999,42.00228936116396,05:00:00,03:30:00,5164.080000000001,3215.2799999999997,6,True
2025-05-19,16352.079999999998,366.88,48.56,318.32,121.84313808436492,11:00:00,02:00:00,9380.159999999998,6971.920000000001,0,False
2025-05-20,16089.360000000002,363.28,48.8,314.47999999999996,116.76001245018954,10:30:00,00:45:00,9273.76,6815.5999999999985,1,False
2025-05-21,15876.319999999996,350.56,49.6,300.96,114.75131069694442,11:15:00,03:45:00,9009.04,6867.280000000002,2,False
2025-05-22,15030.32,327.76,49.12,278.64,104.13065298906862,07:45:00,02:15:00,8625.76,6404.5599999999995,3,False
2025-05-23,14594.400000000001,300.96,51.52,249.43999999999997,102.01331153592808,10:30:00,03:00:00,8323.6,6270.800000000001,4,False
2025-05-24,5473.760000000003,70.72,48.4,22.32,4.592313639267631,19:15:00,12:45:00,2739.3600000000006,2734.3999999999996,5,True
2025-05-25,8414.880000000001,171.28,51.76,119.52000000000001,43.24959385267164,05:00:00,00:30:00,5231.76,3183.1199999999994,6,True
2025-05-26,15490.559999999996,325.92,49.36,276.56,115.56269221326986,14:00:00,23:15:00,8746.880000000001,6743.68,0,False
2025-05-27,14637.92,296.32,49.76,246.56,102.06858671002776,11:45:00,03:30:00,8163.5999999999985,6474.319999999998,1,False
2025-05-28,14553.839999999998,299.44,47.28,252.16,101.03650413796517,11:00:00,23:15:00,8172.0,6381.84,2,False
2025-05-29,14983.519999999997,314.64,46.96,267.68,111.0224836656893,13:45:00,21:45:00,8347.76,6635.76,3,False
2025-05-30,14696.080000000005,308.64,48.08,260.56,110.56299843282171,13:00:00,22:45:00,8343.2,6352.88,4,False
2025-05-31,4957.6799999999985,61.76,44.0,17.759999999999998,4.465011817041002,20:15:00,16:15:00,2469.3599999999997,2488.32,5,True
2025-06-01,7932.88,171.52,45.28,126.24000000000001,42.54490154788583,05:00:00,01:00:00,4959.5199999999995,2973.3600000000006,6,True
2025-06-02,13256.640000000001,278.16,45.36,232.8,90.30150889920765,14:45:00,01:00:00,7153.280000000001,6103.360000000002,0,False
2025-06-03,14223.039999999997,286.88,45.84,241.04,100.40349545882792,11:45:00,21:45:00,7903.760000000001,6319.2800000000025,1,False
2025-06-04,13600.24,274.96,46.32,228.64,95.65691439136636,12:30:00,23:45:00,7650.8,5949.44,2,False
2025-06-05,13234.800000000001,284.72,44.56,240.16000000000003,92.38701696211378,14:00:00,00:45:00,7211.119999999999,6023.680000000001,3,False
2025-06-06,13727.279999999995,285.76,45.12,240.64,100.2431600816629,09:30:00,22:30:00,7941.200000000002,5786.080000000001,4,False
2025-06-07,4756.799999999999,67.6,41.2,26.39999999999999,4.925479191221693,04:00:00,16:00:00,2373.1200000000003,2383.6800000000007,5,True
2025-06-08,8998.159999999998,191.6,42.56,149.04,56.74033114324952,11:30:00,23:30:00,5695.839999999999,3302.3199999999997,6,True
2025-06-09,17931.359999999993,339.52,41.2,298.32,119.19138213284063,13:45:00,05:00:00,9188.24,8743.119999999999,0,False
2025-06-10,16162.320000000003,298.48,48.16,250.32000000000002,97.18432341635528,13:45:00,23:30:00,8080.960000000002,8081.359999999999,1,False
2025-06-11,16752.639999999992,323.76,48.32,275.44,103.75101639747328,14:45:00,22:30:00,8333.359999999999,8419.279999999997,2,False
2025-06-12,16952.96,335.76,48.32,287.44,106.66976970925062,14:45:00,22:15:00,8308.000000000002,8644.960000000001,3,False
2025-06-13,14697.360000000008,321.12,43.04,278.08,108.10337459068857,14:00:00,22:30:00,8420.16,6277.199999999999,4,False
2025-06-14,4979.199999999998,63.52,43.52,20.0,4.568769652800508,07:30:00,12:45:00,2477.9999999999995,2501.2,5,True
2025-06-15,8456.960000000003,187.04,44.8,142.24,51.459965894125524,10:45:00,16:15:00,5446.96,3010.000000000001,6,True
2025-06-16,14669.599999999999,326.24,44.48,281.76,112.19205937439004,11:30:00,01:15:00,8390.320000000002,6279.280000000001,0,False
2025-06-17,16233.12,325.28,46.0,279.28,120.942979761887,08:30:00,03:15:00,9301.760000000002,6931.3600000000015,1,False
2025-06-18,15795.359999999997,317.52,53.44,264.08,110.44668688652695,14:00:00,23:30:00,8884.56,6910.799999999999,2,False
2025-06-19,16849.360000000004,349.36,51.44,297.92,124.90321952503584,12:30:00,22:00:00,9665.280000000002,7184.079999999999,3,False
2025-06-20,17434.639999999996,363.92,48.72,315.20000000000005,138.8266201658265,15:00:00,02:15:00,10378.719999999998,7055.919999999999,4,False
2025-06-21,5087.919999999998,65.6,44.4,21.199999999999996,4.730300906566797,19:30:00,01:30:00,2517.2000000000007,2570.7199999999993,5,True
2025-06-22,9646.08,213.36,44.0,169.36,68.78622432465754,08:45:00,14:45:00,6551.279999999999,3094.8,6,True
2025-06-23,17373.76,398.32,44.56,353.76,140.74781708444036,05:45:00,01:45:00,10165.44,7208.32,0,False
2025-06-24,16439.839999999993,341.52,45.6,295.91999999999996,126.20537847131448,12:00:00,22:15:00,9464.479999999998,6975.36,1,False
2025-06-25,15757.840000000004,324.72,45.76,278.96000000000004,121.1071083286167,10:45:00,03:00:00,9053.84,6704.000000000002,2,False
2025-06-26,15142.0,317.2,45.12,272.08,114.10772018410512,14:30:00,23:45:00,8494.159999999998,6647.84,3,False
2025-06-27,16180.56,342.48,45.12,297.36,128.29955806626924,12:15:00,00:30:00,9457.84,6722.720000000001,4,False
2025-06-28,4865.119999999999,64.0,42.32,21.68,4.75242357377385,19:15:00,22:00:00,2395.28,2469.84,5,True
2025-06-29,10834.560000000003,266.32,35.12,231.2,90.91927468624948,10:30:00,14:30:00,7737.120000000002,3097.44,6,True
2025-06-30,18763.519999999993,424.08,43.2,380.88,163.04093039005923,10:45:00,00:15:00,10940.319999999998,7823.200000000001,0,False
2025-07-01,17379.440000000013,393.76,44.08,349.68,144.3842682760627,05:45:00,21:30:00,10363.760000000002,7015.679999999999,1,False
2025-07-02,17572.480000000003,404.48,44.56,359.92,145.13729446842405,05:45:00,02:30:00,10425.280000000002,7147.199999999999,2,False
2025-07-03,18327.519999999997,423.6,46.48,377.12,152.41893093269832,13:00:00,03:15:00,10746.64,7580.879999999997,3,False
2025-07-04,17735.760000000006,407.36,45.2,362.16,145.39483049523062,14:30:00,22:00:00,10612.560000000003,7123.199999999999,4,False
2025-07-05,5092.32,66.88,46.24,20.639999999999993,4.495743952252011,04:45:00,21:30:00,2523.92,2568.4000000000005,5,True
2025-07-06,11513.599999999997,269.76,46.88,222.88,89.78208390807819,11:00:00,01:45:00,7904.72,3608.879999999999,6,True
2025-07-07,16600.32,383.36,49.36,334.0,129.9446225047221,05:45:00,00:15:00,9884.56,6715.760000000001,0,False
2025-07-08,16229.28,340.4,47.12,293.28,125.31656725857793,13:15:00,03:45:00,9338.239999999998,6891.040000000001,1,False
2025-07-09,17150.399999999994,361.92,46.72,315.20000000000005,134.25023598136667,13:45:00,02:00:00,9823.6,7326.799999999999,2,False
2025-07-10,19043.43999999998,445.84,46.8,399.03999999999996,160.26002087178375,12:45:00,21:15:00,10968.08,8075.360000000002,3,False
2025-07-11,17338.00000000001,382.0,47.92,334.08,139.62649333634184,05:45:00,02:15:00,10189.84,7148.160000000001,4,False
2025-07-12,5076.879999999999,66.56,44.96,21.6,4.78946731829151,18:15:00,09:00:00,2508.7999999999997,2568.08,5,True
2025-07-13,11196.640000000003,268.64,46.0,222.64,90.0585480517701,07:45:00,01:15:00,7880.88,3315.7600000000007,6,True
2025-07-14,17967.600000000006,397.36,45.84,351.52,148.63280066554694,05:45:00,21:30:00,10768.88,7198.719999999998,0,False
2025-07-15,17610.39999999999,401.84,44.24,357.59999999999997,142.67636953068344,05:45:00,22:30:00,10407.679999999998,7202.72,1,False
2025-07-16,17274.40000000001,384.56,45.76,338.8,140.11991326729793,05:45:00,03:15:00,10196.000000000002,7078.399999999999,2,False
2025-07-17,16783.040000000008,350.4,43.28,307.12,134.55849998120883,05:30:00,22:00:00,9872.480000000001,6910.56,3,False
2025-07-18,16070.480000000005,338.32,42.56,295.76,129.35120550506682,11:45:00,02:30:00,9573.680000000002,6496.799999999999,4,False
2025-07-19,4746.239999999999,61.92,41.12,20.800000000000004,4.7780832977251455,04:30:00,14:30:00,2352.7999999999997,2393.44,5,True
2025-07-20,9687.519999999995,239.44,41.76,197.68,73.2295542101996,08:00:00,03:45:00,6687.439999999999,3000.08,6,True
2025-07-21,16910.64,382.08,42.96,339.12,137.9905722866602,05:45:00,23:45:00,9866.08,7044.56,0,False
2025-07-22,18072.159999999996,404.64,44.48,360.15999999999997,150.5770876724936,13:00:00,01:00:00,10498.88,7573.279999999999,1,False
2025-07-23,18017.359999999997,418.16,44.96,373.20000000000005,149.97019908646888,12:15:00,21:30:00,10323.920000000002,7693.439999999997,2,False
2025-07-24,20546.08000000001,472.4,43.12,429.28,181.75050029999431,14:15:00,03:45:00,11905.760000000002,8640.320000000002,3,False
2025-07-25,20376.56000000001,465.36,43.76,421.6,180.18237820063067,15:00:00,03:30:00,12110.32,8266.24,4,False
2025-07-26,4854.879999999999,61.84,43.36,18.480000000000004,5.0527288440930445,20:00:00,02:30:00,2407.28,2447.600000000001,5,True
