date,total_load,peak_load,valley_load,load_range,load_std,time_of_peak,time_of_valley,morning_load,afternoon_load,day_of_week,is_weekend
2025-07-27,10152.320000000002,233.68,43.6,190.08,76.49961577704221,05:00:00,02:00:00,7029.4400000000005,3122.879999999998,6,True
2025-07-28,17250.48,363.68,43.68,320.0,138.90941154882958,11:15:00,03:30:00,9995.84,7254.6399999999985,0,False
2025-07-29,17171.04,377.68,44.64,333.04,93.15603015202083,12:30:00,02:30:00,7828.639999999999,9342.399999999998,1,False
2025-07-30,19997.679999999997,334.4,77.68,256.71999999999997,88.80966898126242,13:15:00,00:30:00,10517.36,9480.320000000002,2,False
2025-07-31,21267.839999999997,343.76,89.68,254.07999999999998,90.58872150084635,08:30:00,00:30:00,11388.560000000001,9879.28,3,False
2025-08-01,22629.600000000013,364.4,99.28,265.12,99.20954508407686,08:00:00,21:45:00,12486.800000000001,10142.800000000007,4,False
2025-08-02,13686.720000000001,173.04,104.72,68.32,11.529856894168287,05:15:00,01:45:00,6953.839999999999,6732.879999999999,5,True
2025-08-03,19483.839999999997,332.64,109.28,223.35999999999999,77.70910087819989,09:15:00,02:15:00,11576.96,7906.879999999997,6,True
2025-08-04,27711.519999999997,482.24,136.64,345.6,138.68906519842886,13:30:00,00:15:00,14631.199999999999,13080.320000000002,0,False
2025-08-05,24409.280000000006,385.44,146.56,238.88,93.87315386275434,09:45:00,23:15:00,13158.480000000003,11250.800000000003,1,False
2025-08-06,24113.199999999997,394.96,144.96,249.99999999999997,98.01682330000581,12:00:00,02:15:00,12454.960000000003,11658.240000000003,2,False
2025-08-07,28035.599999999995,450.24,152.64,297.6,112.65515744495397,17:30:00,23:45:00,13051.199999999997,14984.399999999998,3,False
2025-08-08,24423.039999999986,430.08,147.04,283.03999999999996,98.42962030294773,13:45:00,00:00:00,12694.479999999998,11728.560000000003,4,False
2025-08-09,17188.64,198.16,151.04,47.120000000000005,13.423711830125287,17:30:00,00:45:00,8241.759999999998,8946.88,5,True
2025-08-10,30439.36,444.88,172.64,272.24,104.30284064019557,14:15:00,00:30:00,11604.480000000003,18834.879999999997,6,True
2025-08-11,39688.560000000005,540.48,278.24,262.24,72.14572966900873,11:45:00,21:30:00,19181.840000000004,20506.720000000005,0,False
2025-08-12,38777.36,523.04,316.4,206.64,64.86675248727667,08:15:00,23:45:00,19675.199999999997,19102.16,1,False
2025-08-13,33956.08,428.48,295.92,132.56,38.97462536646299,06:45:00,21:30:00,17295.680000000004,16660.4,2,False
2025-08-14,35912.16000000001,477.36,288.8,188.56,50.447144950772106,11:45:00,01:30:00,17604.639999999996,18307.52,3,False
2025-08-15,33871.11999999999,442.56,258.64,183.92000000000002,45.04642619545369,07:15:00,22:30:00,17986.319999999996,15884.800000000003,4,False
2025-08-16,28057.039999999994,329.92,257.76,72.16000000000003,19.049979674898214,15:00:00,03:30:00,13644.959999999997,14412.08,5,True
2025-08-17,32361.840000000004,380.64,291.92,88.71999999999997,27.06728540041221,10:30:00,01:45:00,15759.680000000002,16602.16,6,True
2025-08-18,36140.8,462.48,314.16,148.32,41.72691194362312,10:45:00,01:15:00,18291.680000000004,17849.12,0,False
2025-08-19,34286.24,465.6,261.76,203.84000000000003,55.84639140519695,08:30:00,21:30:00,18954.0,15332.239999999996,1,False
2025-08-20,32135.919999999995,468.56,278.08,190.48000000000002,44.254477303471894,07:30:00,00:30:00,16481.36,15654.560000000003,2,False
2025-08-21,35267.920000000006,460.0,297.76,162.24,43.578844110819254,14:45:00,00:45:00,17439.04,17828.880000000005,3,False
2025-08-22,39998.55999999999,520.24,339.28,180.96000000000004,55.594105531293174,11:00:00,01:30:00,19637.440000000002,20361.12,4,False
2025-08-23,36035.920000000006,448.56,341.04,107.51999999999998,25.4194024389024,15:15:00,21:30:00,17713.68,18322.239999999998,5,True
2025-08-24,35368.799999999996,401.04,336.72,64.32,13.614478052117125,09:00:00,13:30:00,18005.04,17363.760000000002,6,True
2025-08-25,37203.75999999997,466.4,353.68,112.71999999999997,30.588062606760296,10:30:00,15:45:00,19182.399999999998,18021.360000000004,0,False
2025-08-26,37994.00000000001,476.48,348.8,127.68,29.405963436249376,07:00:00,21:15:00,19488.8,18505.199999999997,1,False
2025-08-27,36189.280000000006,502.88,292.16,210.71999999999997,41.01017975465082,07:45:00,21:30:00,19331.679999999997,16857.6,2,False
2025-08-28,31022.159999999993,412.72,267.76,144.96000000000004,35.683881456330866,07:30:00,21:15:00,16398.4,14623.759999999998,3,False
2025-08-29,29472.88000000001,347.44,276.24,71.19999999999999,19.488348349809144,15:00:00,01:45:00,14707.12,14765.760000000002,4,False
2025-08-30,30880.320000000014,356.16,288.08,68.08000000000004,17.664571501052308,12:30:00,02:15:00,15259.280000000002,15621.039999999999,5,True
2025-08-31,33824.16,394.64,292.64,102.0,22.481276045446773,14:30:00,21:45:00,16672.56,17151.600000000002,6,True
2025-09-01,36166.96000000001,440.32,323.2,117.12,29.12171364487391,12:15:00,03:15:00,17686.960000000003,18479.999999999993,0,False
2025-09-02,38927.439999999995,508.4,324.24,184.15999999999997,52.93304767477828,11:00:00,22:00:00,19615.44,19312.0,1,False
2025-09-03,39210.87999999998,528.0,317.36,210.64,63.770501853652256,10:15:00,21:30:00,19636.639999999996,19574.239999999998,2,False
2025-09-04,38429.03999999999,513.84,292.72,221.12,67.78676382210384,10:30:00,21:30:00,19248.320000000003,19180.72,3,False
2025-09-05,35992.23999999998,477.28,283.6,193.67999999999995,56.65957080236994,11:30:00,01:15:00,17516.399999999994,18475.84,4,False
2025-09-06,32658.87999999999,405.76,305.84,99.92000000000002,22.883132407341655,13:30:00,15:00:00,16294.079999999998,16364.799999999997,5,True
2025-09-07,34107.680000000015,389.6,321.76,67.84000000000003,15.702709566163996,10:45:00,01:00:00,17080.800000000003,17026.880000000005,6,True
2025-09-08,36726.07999999999,463.52,329.12,134.39999999999998,41.22524302482813,07:00:00,05:00:00,18998.0,17728.079999999998,0,False
2025-09-09,36617.20000000001,470.72,312.96,157.76000000000005,46.13009064001652,11:00:00,21:30:00,18412.880000000005,18204.320000000003,1,False
2025-09-10,34509.44,455.36,291.2,164.16000000000003,36.40080723994042,08:00:00,22:00:00,18194.88,16314.560000000005,2,False
2025-09-11,30829.200000000015,415.04,263.12,151.92000000000002,39.324497815243014,07:30:00,22:45:00,16486.880000000005,14342.319999999996,3,False
2025-09-12,21780.559999999994,402.24,47.12,355.12,114.91339171344532,07:30:00,22:00:00,14977.999999999998,6802.560000000003,4,False
2025-09-13,5147.2,66.88,44.64,22.239999999999995,5.448673168602206,05:15:00,13:30:00,2557.280000000001,2589.9199999999996,5,True
2025-09-14,8845.92,185.28,45.2,140.07999999999998,53.92808224605101,10:45:00,14:30:00,5701.44,3144.48,6,True
2025-09-15,17907.759999999987,414.32,46.16,368.15999999999997,144.51208934069854,10:00:00,02:00:00,10690.64,7217.120000000001,0,False
2025-09-16,16941.04,379.6,46.88,332.72,132.0885815031291,11:45:00,22:15:00,9752.480000000001,7188.559999999999,1,False
2025-09-17,17844.479999999992,417.12,46.8,370.32,143.88316476627102,10:30:00,21:30:00,10475.92,7368.559999999999,2,False
2025-09-18,17466.800000000003,401.6,43.68,357.92,137.87857015784553,10:15:00,00:45:00,10236.32,7230.4800000000005,3,False
2025-09-19,17156.72,392.32,47.44,344.88,129.72993531638323,10:30:00,01:45:00,10015.680000000002,7141.040000000002,4,False
2025-09-20,5327.760000000001,66.72,46.56,20.159999999999997,5.018489812682694,19:45:00,02:15:00,2630.56,2697.1999999999994,5,True
2025-09-21,8823.440000000004,185.52,45.76,139.76000000000002,52.27147000171653,08:00:00,22:30:00,5677.360000000001,3146.0799999999995,6,True
2025-09-22,17272.479999999992,419.92,0.0,419.92,143.5831599469481,07:45:00,13:45:00,10838.719999999998,6433.76,0,False
2025-09-23,17325.36,377.36,48.96,328.40000000000003,132.09143682353243,07:30:00,03:00:00,10297.440000000002,7027.92,1,False
2025-09-24,17295.12000000001,402.56,50.08,352.48,133.1464591382461,08:30:00,03:30:00,10518.400000000001,6776.720000000003,2,False
2025-09-25,17386.719999999994,415.92,48.0,367.92,133.26740294505365,07:30:00,02:15:00,10468.4,6918.3200000000015,3,False
2025-09-26,18484.960000000003,419.92,48.56,371.36,143.38105084128404,10:15:00,02:45:00,11149.119999999999,7335.839999999999,4,False
2025-09-27,5294.560000000001,67.6,46.88,20.71999999999999,5.004075531986359,05:15:00,13:30:00,2647.520000000001,2647.0400000000004,5,True
2025-09-28,8608.72,176.32,46.48,129.84,49.4786975037406,05:00:00,02:30:00,5491.84,3116.8800000000006,6,True
2025-09-29,17985.199999999997,415.6,47.84,367.76,144.35275202865242,08:15:00,02:30:00,10616.4,7368.799999999998,0,False
2025-09-30,17708.159999999993,396.88,48.08,348.8,140.12980929349607,11:00:00,01:00:00,10323.359999999999,7384.800000000002,1,False
2025-10-01,17861.84000000001,419.28,49.2,370.08,143.44333045467755,11:00:00,00:00:00,10538.32,7323.519999999999,2,False
2025-10-02,17715.919999999995,408.16,45.92,362.24,139.1044026218147,11:15:00,03:15:00,10210.16,7505.760000000001,3,False
2025-10-03,18925.600000000013,424.8,47.84,376.96000000000004,148.7350225890372,08:30:00,01:45:00,11312.800000000001,7612.800000000003,4,False
2025-10-04,5397.279999999999,71.6,47.92,23.679999999999993,4.810521509460534,05:00:00,11:45:00,2677.7599999999993,2719.5200000000004,5,True
2025-10-05,8287.599999999997,169.28,47.76,121.52000000000001,43.16052132914417,10:00:00,03:00:00,5108.319999999999,3179.28,6,True
2025-10-06,17091.760000000006,428.64,49.04,379.59999999999997,131.41496432988347,07:45:00,03:00:00,10510.24,6581.519999999999,0,False
2025-10-07,18051.199999999997,445.12,46.24,398.88,142.0896955756185,07:00:00,03:45:00,11106.88,6944.319999999999,1,False
2025-10-08,18150.559999999994,461.92,50.96,410.96000000000004,139.88907484271556,07:15:00,03:00:00,11063.519999999995,7087.040000000002,2,False
2025-10-09,20678.960000000006,407.12,48.96,358.16,131.54170636335252,07:15:00,02:45:00,10912.880000000001,9766.079999999996,3,False
2025-10-10,16453.920000000002,341.84,50.48,291.35999999999996,123.52229275892289,10:30:00,03:30:00,9676.88,6777.039999999999,4,False
2025-10-11,5430.159999999999,69.12,48.96,20.160000000000004,4.77779241395827,04:15:00,21:00:00,2703.1999999999994,2726.96,5,True
2025-10-12,9048.72,189.52,48.4,141.12,53.824966013141044,08:00:00,01:15:00,5875.759999999999,3172.9599999999987,6,True
2025-10-13,16674.32,392.08,50.56,341.52,126.47338981750202,06:00:00,01:00:00,9862.48,6811.84,0,False
2025-10-14,19375.200000000004,544.08,52.08,492.00000000000006,158.23459447422061,07:00:00,03:00:00,12337.2,7038.0,1,False
2025-10-15,18619.76000000001,494.72,49.2,445.52000000000004,150.6913432897064,07:15:00,02:45:00,11832.56,6787.2,2,False
2025-10-16,19009.200000000008,451.76,50.08,401.68,149.52578866466305,06:00:00,03:00:00,11743.440000000002,7265.760000000002,3,False
2025-10-17,18227.920000000002,421.6,49.2,372.40000000000003,143.3568367812635,07:00:00,03:15:00,11355.679999999998,6872.24,4,False
2025-10-18,4603.360000000001,61.12,35.76,25.36,5.868504098224452,03:00:00,15:00:00,2325.6800000000003,2277.68,5,True
2025-10-19,9732.079999999994,224.56,47.04,177.52,65.20872023807644,07:45:00,03:00:00,6490.16,3241.919999999999,6,True
2025-10-20,19104.960000000006,503.04,57.12,445.92,153.66901925207543,07:00:00,22:15:00,12213.44,6891.5199999999995,0,False
2025-10-21,18923.280000000002,478.4,52.32,426.08,154.1344908632854,07:00:00,23:00:00,11910.480000000001,7012.799999999998,1,False
2025-10-22,19498.64,520.24,49.44,470.8,163.4622734112429,07:15:00,03:45:00,12347.6,7151.039999999999,2,False
2025-10-23,18008.159999999996,422.64,49.2,373.44,145.10016289301316,07:15:00,03:45:00,10652.48,7355.679999999999,3,False
2025-10-24,18132.239999999994,411.84,45.76,366.08,144.18191851743552,11:00:00,02:15:00,10665.84,7466.400000000001,4,False
2025-10-25,4817.600000000001,62.0,38.24,23.759999999999998,6.023884158155532,23:15:00,13:45:00,2401.0399999999995,2416.5599999999995,5,True
2025-10-26,9332.239999999998,203.68,48.8,154.88,55.54241151762303,12:15:00,03:30:00,5808.88,3523.3600000000006,6,True
2025-10-27,18224.00000000001,418.48,50.8,367.68,145.17158563986612,10:30:00,22:30:00,10673.759999999998,7550.240000000002,0,False
2025-10-28,15868.080000000005,359.6,51.76,307.84000000000003,115.82919770984024,10:30:00,23:45:00,9339.519999999999,6528.560000000001,1,False
2025-10-29,17629.12000000001,488.8,49.36,439.44,142.50439646526635,07:30:00,03:00:00,11458.960000000003,6170.160000000002,2,False
2025-10-30,21177.27999999999,610.72,65.44,545.28,171.47254839165896,07:30:00,00:30:00,13739.039999999995,7438.24,3,False
2025-10-31,20834.079999999994,613.2,65.52,547.6800000000001,170.26662493782888,07:15:00,23:00:00,14125.12,6708.960000000002,4,False
2025-11-01,6966.56,100.88,54.48,46.4,11.385912502244693,05:45:00,15:15:00,3883.9999999999995,3082.5600000000004,5,True
2025-11-02,10011.599999999999,216.48,48.08,168.39999999999998,53.457544649936914,06:30:00,15:15:00,6390.479999999999,3621.1200000000003,6,True
2025-11-03,19019.280000000002,577.36,59.76,517.6,159.67579024220825,08:00:00,00:15:00,11681.44,7337.840000000001,0,False
2025-11-04,15985.6,334.32,59.04,275.28,107.02540686719071,07:00:00,02:45:00,8454.48,7531.119999999998,1,False
2025-11-05,16626.64,458.08,52.4,405.68,130.6547304653852,08:15:00,23:00:00,9944.16,6682.480000000001,2,False
2025-11-06,19738.800000000007,422.72,49.12,373.6,124.91190897672858,08:00:00,05:00:00,9029.84,10708.959999999995,3,False
2025-11-07,16903.68,362.96,50.56,312.4,123.9600305021956,09:00:00,05:00:00,8831.999999999998,8071.679999999997,4,False
2025-11-08,6170.320000000002,87.36,46.72,40.64,8.957704554024597,06:45:00,15:45:00,3319.8400000000006,2850.4799999999996,5,True
2025-11-09,11045.439999999991,233.76,57.92,175.83999999999997,54.83978629976149,06:30:00,15:30:00,6688.079999999999,4357.359999999999,6,True
2025-11-10,22430.240000000005,658.4,61.44,596.96,185.789911723553,07:30:00,23:15:00,14314.080000000002,8116.160000000003,0,False
2025-11-11,20148.080000000005,594.24,59.2,535.04,172.07727923456926,07:30:00,23:15:00,12435.599999999999,7712.480000000003,1,False
2025-11-12,20150.55999999999,618.08,56.56,561.52,170.80013449191463,07:30:00,00:15:00,12091.760000000006,8058.799999999997,2,False
2025-11-13,19389.19999999999,592.88,55.92,536.96,165.03039883077793,07:30:00,02:15:00,11763.520000000004,7625.680000000004,3,False
2025-11-14,17443.199999999997,463.68,50.0,413.68,137.04237512920093,07:00:00,02:00:00,9954.24,7488.960000000001,4,False
2025-11-15,4956.320000000001,63.6,39.84,23.759999999999998,6.37487678587498,23:30:00,08:15:00,2481.6,2474.7199999999993,5,True
2025-11-16,10387.599999999995,229.04,53.76,175.28,57.759132076630216,06:45:00,16:00:00,6314.24,4073.360000000001,6,True
2025-11-17,22626.80000000001,657.52,70.8,586.72,182.26762717248423,08:00:00,22:30:00,13940.320000000005,8686.48,0,False
2025-11-18,21749.120000000003,630.32,65.2,565.12,179.79553586558535,07:30:00,23:00:00,13265.039999999999,8484.079999999996,1,False
2025-11-19,16090.48,400.48,63.36,337.12,112.06219077549532,07:00:00,00:00:00,9099.759999999998,6990.72,2,False
2025-11-20,17711.76,522.24,65.84,456.4,135.01848978254014,07:00:00,02:30:00,10632.8,7078.960000000003,3,False
2025-11-21,18703.120000000006,533.52,70.72,462.79999999999995,142.3494562551623,07:00:00,00:45:00,11341.039999999999,7362.080000000001,4,False
2025-11-22,8085.999999999997,115.76,62.88,52.88,11.860974990248408,23:00:00,15:15:00,4021.599999999999,4064.4000000000015,5,True
2025-11-23,14167.439999999999,307.04,72.72,234.32000000000002,68.30025471170816,06:30:00,16:30:00,9026.160000000002,5141.28,6,True
2025-11-24,22676.079999999998,694.56,69.76,624.8,187.5058400868268,07:00:00,22:30:00,14555.360000000002,8120.7199999999975,0,False
2025-11-25,23339.12000000002,713.76,76.88,636.88,190.63211728996802,07:30:00,00:00:00,14248.160000000002,9090.96,1,False
2025-11-26,25682.23999999999,787.84,84.48,703.36,219.5040340723493,07:15:00,22:45:00,17028.719999999998,8653.519999999999,2,False
2025-11-27,23690.72000000001,757.36,65.28,692.08,202.77294817326398,06:45:00,22:30:00,15482.08,8208.639999999996,3,False
2025-11-28,25720.079999999998,612.08,60.16,551.9200000000001,172.41446248410895,07:00:00,23:45:00,12971.04,12749.039999999995,4,False
2025-11-29,5460.96,70.08,45.36,24.72,6.073556835296675,05:30:00,12:00:00,2820.8799999999997,2640.0799999999995,5,True
2025-11-30,10034.559999999998,210.4,51.12,159.28,59.246024404337035,09:15:00,03:30:00,5992.080000000001,4042.4799999999996,6,True
2025-12-01,19919.600000000002,604.56,61.52,543.04,166.59863331509104,07:15:00,23:00:00,12143.679999999998,7775.92,0,False
2025-12-02,21538.71999999999,672.8,61.04,611.76,183.86361296905673,07:00:00,22:45:00,13318.960000000001,8219.759999999998,1,False
2025-12-03,21392.560000000012,576.64,61.2,515.4399999999999,169.7672101231049,07:00:00,00:00:00,12356.240000000003,9036.319999999998,2,False
2025-12-04,24526.0,729.92,80.4,649.52,200.49806748335857,07:00:00,22:30:00,15126.799999999997,9399.199999999997,3,False
2025-12-05,22358.560000000005,715.04,59.36,655.68,194.28466198727259,07:30:00,23:45:00,14726.48,7632.080000000001,4,False
2025-12-06,6530.399999999999,91.52,47.68,43.839999999999996,11.68024981708327,07:30:00,13:45:00,3703.2000000000003,2827.1999999999994,5,True
2025-12-07,10711.439999999997,241.68,53.12,188.56,69.28988742195625,06:30:00,15:00:00,6649.360000000001,4062.08,6,True
2025-12-08,22391.68,650.8,72.16,578.64,182.89528532766425,07:30:00,00:30:00,13738.720000000001,8652.960000000001,0,False
2025-12-09,24558.48000000001,764.0,69.52,694.48,216.42805389223216,07:30:00,23:45:00,15655.12,8903.359999999999,1,False
2025-12-10,22588.559999999994,699.12,71.52,627.6,193.2913915092417,07:30:00,23:00:00,14282.800000000001,8305.760000000002,2,False
2025-12-11,24103.600000000002,733.92,74.88,659.04,206.2204242050196,07:45:00,00:15:00,15235.040000000003,8868.560000000001,3,False
2025-12-12,22837.520000000004,723.28,63.28,660.0,198.8362823169203,07:15:00,22:30:00,15115.680000000006,7721.839999999999,4,False
2025-12-13,7271.120000000001,105.36,50.96,54.4,12.760664532000112,05:30:00,14:30:00,3998.880000000001,3272.2400000000002,5,True
2025-12-14,12539.600000000004,267.28,69.6,197.67999999999998,67.88548995674014,06:45:00,15:45:00,7839.84,4699.759999999999,6,True
2025-12-15,20897.6,648.72,60.48,588.24,173.4200974856427,06:45:00,23:45:00,12710.8,8186.799999999999,0,False
2025-12-16,21799.200000000008,655.76,62.56,593.2,183.29577154223486,07:00:00,00:00:00,13185.6,8613.600000000002,1,False
2025-12-17,23248.48,682.4,76.16,606.24,192.5365772312623,07:00:00,19:30:00,14493.84,8754.639999999996,2,False
2025-12-18,23558.719999999994,676.16,74.8,601.36,193.75189758074717,07:15:00,18:30:00,14629.599999999999,8929.119999999999,3,False
2025-12-19,21266.560000000005,631.36,64.88,566.48,174.03712036390803,07:00:00,22:15:00,13298.480000000001,7968.080000000001,4,False
2025-12-20,8404.720000000005,109.28,70.48,38.8,9.644375472036229,08:45:00,16:15:00,4446.400000000001,3958.32,5,True
2025-12-21,12756.00000000001,281.92,53.76,228.16000000000003,71.50015107823567,07:00:00,15:15:00,8274.240000000003,4481.759999999999,6,True
2025-12-22,22019.120000000003,655.04,63.6,591.4399999999999,184.13370492041727,07:00:00,22:15:00,14091.839999999998,7927.279999999997,0,False
2025-12-23,20588.319999999996,597.84,60.8,537.0400000000001,181.65422959519705,07:00:00,22:45:00,12905.12,7683.2,1,False
2025-12-24,17915.519999999997,526.88,55.68,471.2,153.3161908708858,07:00:00,02:45:00,11001.279999999997,6914.24,2,False
2025-12-25,16610.960000000006,480.48,55.68,424.8,138.89663779543832,07:30:00,03:15:00,10197.2,6413.76,3,False
2025-12-26,17463.36,484.08,57.84,426.24,139.29969920245605,07:00:00,03:30:00,10589.279999999997,6874.079999999999,4,False
2025-12-27,6929.28,99.76,53.84,45.92,10.471810379852137,23:15:00,16:00:00,3364.0,3565.2799999999997,5,True
2025-12-28,14774.400000000001,349.12,67.04,282.08,88.16558431067138,07:00:00,15:30:00,9751.279999999999,5023.120000000002,6,True
